1.000 0.125 0.175 0.075 0.175 0.075
1.100 0.128 0.178 0.078 0.178 0.077
1.200 0.130 0.180 0.080 0.181 0.080
1.300 0.133 0.183 0.083 0.183 0.083
1.400 0.136 0.186 0.086 0.186 0.086
1.500 0.139 0.189 0.089 0.190 0.089
1.600 0.142 0.192 0.092 0.192 0.092
1.700 0.145 0.195 0.095 0.196 0.095
1.800 0.149 0.199 0.099 0.199 0.098
1.900 0.152 0.202 0.102 0.202 0.101
2.000 0.155 0.205 0.105 0.205 0.105
2.100 0.158 0.208 0.108 0.209 0.108
2.200 0.161 0.211 0.111 0.212 0.111
2.300 0.165 0.215 0.115 0.215 0.114
2.400 0.168 0.218 0.118 0.218 0.118
2.500 0.171 0.221 0.121 0.222 0.121
2.600 0.175 0.225 0.125 0.225 0.124
2.700 0.178 0.228 0.128 0.228 0.128
2.800 0.181 0.231 0.131 0.232 0.131
2.900 0.185 0.235 0.135 0.235 0.134
3.000 0.188 0.238 0.138 0.238 0.138
3.100 0.191 0.241 0.141 0.241 0.141
3.200 0.194 0.244 0.144 0.244 0.143
3.300 0.196 0.246 0.146 0.246 0.146
3.400 0.199 0.249 0.149 0.249 0.149
3.500 0.202 0.252 0.152 0.252 0.151
3.600 0.204 0.254 0.154 0.254 0.154
3.700 0.207 0.257 0.157 0.257 0.157
3.800 0.210 0.260 0.160 0.260 0.160
3.900 0.213 0.263 0.163 0.263 0.163
4.000 0.216 0.266 0.166 0.266 0.166
4.100 0.219 0.269 0.169 0.270 0.169
4.200 0.223 0.273 0.173 0.273 0.172
4.300 0.226 0.276 0.176 0.277 0.176
4.400 0.230 0.280 0.180 0.281 0.180
4.500 0.234 0.284 0.184 0.284 0.183
4.600 0.238 0.288 0.188 0.288 0.187
4.700 0.242 0.292 0.192 0.292 0.191
4.800 0.246 0.296 0.196 0.297 0.195
4.900 0.250 0.300 0.200 0.301 0.199
5.000 0.254 0.304 0.204 0.305 0.204
5.100 0.259 0.309 0.209 0.310 0.208
5.200 0.263 0.313 0.213 0.314 0.212
5.300 0.268 0.318 0.218 0.319 0.217
5.400 0.273 0.323 0.223 0.324 0.222
5.500 0.277 0.327 0.227 0.328 0.226
5.600 0.282 0.332 0.232 0.334 0.231
5.700 0.287 0.337 0.237 0.339 0.236
5.800 0.292 0.342 0.242 0.343 0.241
5.900 0.297 0.347 0.247 0.349 0.246
6.000 0.303 0.353 0.253 0.354 0.251
6.100 0.308 0.358 0.258 0.360 0.257
6.200 0.313 0.363 0.263 0.368 0.261
6.300 0.321 0.371 0.271 0.381 0.267
6.400 0.332 0.382 0.282 0.401 0.274
6.500 0.348 0.398 0.298 0.426 0.284
6.600 0.368 0.418 0.318 0.459 0.297
6.700 0.394 0.444 0.344 0.498 0.313
6.800 0.427 0.477 0.377 0.536 0.334
6.900 0.467 0.517 0.417 0.570 0.361
7.000 0.505 0.555 0.455 0.599 0.396
7.100 0.538 0.588 0.488 0.626 0.436
7.200 0.567 0.617 0.517 0.650 0.473
7.300 0.593 0.643 0.543 0.673 0.506
7.400 0.618 0.668 0.568 0.694 0.535
7.500 0.640 0.690 0.590 0.714 0.561
