1.000 0.025 0.037 0.012 0.037 0.012
1.100 0.025 0.037 0.012 0.037 0.012
1.200 0.025 0.037 0.012 0.037 0.012
1.300 0.025 0.037 0.012 0.037 0.012
1.400 0.025 0.037 0.012 0.037 0.012
1.500 0.025 0.037 0.012 0.037 0.012
1.600 0.025 0.037 0.012 0.037 0.012
1.700 0.025 0.037 0.012 0.037 0.012
1.800 0.025 0.037 0.012 0.037 0.012
1.900 0.025 0.037 0.012 0.037 0.012
2.000 0.025 0.037 0.012 0.037 0.012
2.100 0.025 0.037 0.012 0.037 0.012
2.200 0.025 0.037 0.012 0.037 0.012
2.300 0.025 0.037 0.012 0.037 0.012
2.400 0.025 0.037 0.012 0.037 0.012
2.500 0.025 0.037 0.012 0.037 0.012
2.600 0.025 0.037 0.012 0.037 0.012
2.700 0.025 0.037 0.012 0.037 0.012
2.800 0.025 0.037 0.012 0.060 0.012
2.900 0.025 0.037 0.012 0.117 0.012
3.000 0.058 0.086 0.029 0.160 0.012
3.100 0.097 0.146 0.049 0.186 0.021
3.200 0.128 0.178 0.078 0.207 0.038
3.300 0.152 0.202 0.102 0.224 0.065
3.400 0.172 0.222 0.122 0.239 0.095
3.500 0.189 0.239 0.139 0.251 0.120
3.600 0.203 0.253 0.153 0.262 0.140
3.700 0.215 0.265 0.165 0.271 0.155
3.800 0.225 0.275 0.175 0.280 0.168
3.900 0.234 0.284 0.184 0.287 0.179
4.000 0.241 0.291 0.191 0.294 0.188
4.100 0.248 0.298 0.198 0.300 0.196
4.200 0.254 0.304 0.204 0.305 0.202
4.300 0.259 0.309 0.209 0.310 0.208
4.400 0.263 0.313 0.213 0.314 0.212
4.500 0.267 0.317 0.217 0.318 0.217
4.600 0.271 0.321 0.221 0.321 0.221
4.700 0.274 0.324 0.224 0.325 0.224
4.800 0.277 0.327 0.227 0.328 0.227
4.900 0.280 0.330 0.230 0.330 0.230
5.000 0.283 0.333 0.233 0.333 0.233
5.100 0.285 0.335 0.235 0.335 0.235
5.200 0.287 0.337 0.237 0.337 0.237
5.300 0.289 0.339 0.239 0.340 0.239
5.400 0.291 0.341 0.241 0.342 0.241
5.500 0.293 0.343 0.243 0.343 0.243
5.600 0.295 0.345 0.245 0.345 0.245
5.700 0.297 0.347 0.247 0.347 0.247
5.800 0.299 0.349 0.249 0.349 0.248
5.900 0.300 0.350 0.250 0.350 0.250
6.000 0.302 0.352 0.252 0.352 0.252
6.100 0.303 0.353 0.253 0.353 0.253
6.200 0.305 0.355 0.255 0.355 0.255
6.300 0.306 0.356 0.256 0.369 0.256
6.400 0.319 0.369 0.269 0.387 0.259
6.500 0.336 0.386 0.286 0.410 0.270
6.600 0.355 0.405 0.305 0.440 0.285
6.700 0.378 0.428 0.328 0.476 0.301
6.800 0.407 0.457 0.357 0.515 0.321
6.900 0.444 0.494 0.394 0.552 0.344
7.000 0.485 0.535 0.435 0.583 0.376
7.100 0.520 0.570 0.470 0.611 0.414
7.200 0.551 0.601 0.501 0.636 0.453
7.300 0.579 0.629 0.529 0.660 0.488
7.400 0.604 0.654 0.554 0.682 0.519
7.500 0.627 0.677 0.577 0.702 0.547 
