1.000 0.712 0.762 0.662 0.904 0.571
1.100 0.652 0.702 0.602 0.815 0.527
1.200 0.602 0.652 0.552 0.741 0.491
1.300 0.559 0.609 0.509 0.682 0.459
1.400 0.523 0.573 0.473 0.634 0.431
1.500 0.491 0.541 0.441 0.591 0.406
1.600 0.463 0.513 0.413 0.555 0.384
1.700 0.439 0.489 0.389 0.523 0.364
1.800 0.417 0.467 0.367 0.495 0.347
1.900 0.398 0.448 0.348 0.471 0.330
2.000 0.381 0.431 0.331 0.450 0.316
2.100 0.365 0.415 0.315 0.431 0.302
2.200 0.350 0.400 0.300 0.414 0.290
2.300 0.337 0.387 0.287 0.398 0.278
2.400 0.325 0.375 0.275 0.385 0.268
2.500 0.314 0.364 0.264 0.372 0.258
2.600 0.304 0.354 0.254 0.360 0.249
2.700 0.294 0.344 0.244 0.350 0.240
2.800 0.286 0.336 0.236 0.340 0.232
2.900 0.277 0.327 0.227 0.331 0.224
3.000 0.270 0.320 0.220 0.323 0.217
3.100 0.263 0.313 0.213 0.315 0.210
3.200 0.256 0.306 0.206 0.308 0.204
3.300 0.250 0.300 0.200 0.302 0.198
3.400 0.244 0.294 0.194 0.295 0.192
3.500 0.238 0.288 0.188 0.290 0.187
3.600 0.233 0.283 0.183 0.284 0.182
3.700 0.228 0.278 0.178 0.279 0.177
3.800 0.223 0.273 0.173 0.274 0.172
3.900 0.219 0.269 0.169 0.274 0.168
4.000 0.217 0.267 0.167 0.295 0.167
4.100 0.243 0.293 0.193 0.304 0.167
4.200 0.256 0.306 0.206 0.310 0.186
4.300 0.263 0.313 0.213 0.315 0.208
4.400 0.268 0.318 0.218 0.319 0.217
4.500 0.271 0.321 0.221 0.321 0.221
4.600 0.273 0.323 0.223 0.323 0.223
4.700 0.275 0.325 0.225 0.325 0.225
4.800 0.275 0.325 0.225 0.325 0.225
4.900 0.276 0.326 0.226 0.340 0.226
5.000 0.275 0.325 0.225 0.370 0.225
5.100 0.309 0.359 0.259 0.391 0.225
5.200 0.336 0.386 0.286 0.407 0.244
5.300 0.355 0.405 0.305 0.420 0.277
5.400 0.371 0.421 0.321 0.431 0.303
5.500 0.384 0.434 0.334 0.440 0.322
5.600 0.394 0.444 0.344 0.449 0.337
5.700 0.403 0.453 0.353 0.456 0.348
5.800 0.410 0.460 0.360 0.462 0.357
5.900 0.416 0.466 0.366 0.467 0.364
6.000 0.421 0.471 0.371 0.472 0.370
6.100 0.425 0.475 0.375 0.476 0.375
6.200 0.429 0.479 0.379 0.479 0.379
6.300 0.432 0.482 0.382 0.482 0.382
6.400 0.435 0.485 0.385 0.485 0.385
6.500 0.437 0.487 0.387 0.487 0.387
6.600 0.439 0.489 0.389 0.489 0.389
6.700 0.440 0.490 0.390 0.490 0.390
6.800 0.441 0.491 0.391 0.491 0.391
6.900 0.442 0.492 0.392 0.492 0.392
7.000 0.443 0.493 0.393 0.493 0.393
7.100 0.443 0.493 0.393 0.518 0.393
7.200 0.444 0.494 0.394 0.566 0.394
7.300 0.487 0.537 0.437 0.604 0.394
7.400 0.535 0.585 0.485 0.634 0.412
7.500 0.571 0.621 0.521 0.659 0.456
