1.000 0.660 0.710 0.610 0.812 0.536
1.100 0.609 0.659 0.559 0.746 0.498
1.200 0.566 0.616 0.516 0.689 0.467
1.300 0.530 0.580 0.480 0.640 0.439
1.400 0.499 0.549 0.449 0.598 0.415
1.500 0.472 0.522 0.422 0.562 0.393
1.600 0.448 0.498 0.398 0.531 0.374
1.700 0.427 0.477 0.377 0.504 0.357
1.800 0.408 0.458 0.358 0.480 0.341
1.900 0.391 0.441 0.341 0.459 0.327
2.000 0.376 0.426 0.326 0.441 0.314
2.100 0.362 0.412 0.312 0.424 0.302
2.200 0.349 0.399 0.299 0.410 0.291
2.300 0.338 0.388 0.288 0.396 0.281
2.400 0.327 0.377 0.277 0.384 0.271
2.500 0.317 0.367 0.267 0.373 0.262
2.600 0.308 0.358 0.258 0.363 0.254
2.700 0.300 0.350 0.250 0.354 0.246
2.800 0.292 0.342 0.242 0.345 0.239
2.900 0.285 0.335 0.235 0.338 0.232
3.000 0.278 0.328 0.228 0.330 0.226
3.100 0.271 0.321 0.221 0.323 0.219
3.200 0.265 0.315 0.215 0.317 0.214
3.300 0.260 0.310 0.210 0.311 0.208
3.400 0.254 0.304 0.204 0.305 0.203
3.500 0.249 0.299 0.199 0.300 0.198
3.600 0.244 0.294 0.194 0.295 0.193
3.700 0.240 0.290 0.190 0.291 0.189
3.800 0.235 0.285 0.185 0.286 0.185
3.900 0.231 0.281 0.181 0.282 0.181
4.000 0.227 0.277 0.177 0.278 0.177
4.100 0.224 0.274 0.174 0.274 0.173
4.200 0.220 0.270 0.170 0.271 0.170
4.300 0.217 0.267 0.167 0.267 0.166
4.400 0.214 0.264 0.164 0.271 0.163
4.500 0.213 0.263 0.163 0.292 0.163
4.600 0.239 0.289 0.189 0.302 0.163
4.700 0.253 0.303 0.203 0.315 0.182
4.800 0.266 0.316 0.216 0.330 0.205
4.900 0.281 0.331 0.231 0.342 0.218
5.000 0.295 0.345 0.245 0.354 0.233
5.100 0.307 0.357 0.257 0.367 0.247
5.200 0.320 0.370 0.270 0.379 0.260
5.300 0.332 0.382 0.282 0.391 0.273
5.400 0.344 0.394 0.294 0.403 0.285
5.500 0.357 0.407 0.307 0.416 0.298
5.600 0.369 0.419 0.319 0.427 0.310
5.700 0.380 0.430 0.330 0.437 0.322
5.800 0.391 0.441 0.341 0.446 0.334
5.900 0.400 0.450 0.350 0.455 0.345
6.000 0.409 0.459 0.359 0.463 0.355
6.100 0.417 0.467 0.367 0.470 0.363
6.200 0.424 0.474 0.374 0.477 0.371
6.300 0.431 0.481 0.381 0.483 0.379
6.400 0.437 0.487 0.387 0.489 0.385
6.500 0.443 0.493 0.393 0.495 0.392
6.600 0.449 0.499 0.399 0.501 0.398
6.700 0.455 0.505 0.405 0.506 0.403
6.800 0.460 0.510 0.410 0.512 0.409
6.900 0.465 0.515 0.415 0.530 0.412
7.000 0.478 0.528 0.428 0.552 0.417
7.100 0.498 0.548 0.448 0.578 0.427
7.200 0.520 0.570 0.470 0.608 0.444
7.300 0.546 0.596 0.496 0.638 0.464
7.400 0.577 0.627 0.527 0.666 0.487
7.500 0.607 0.657 0.557 0.689 0.515 
